x,y,z
0.49201691150665283,0.4036068022251129,-0.05949009582400322
0.4934711158275604,0.34967854619026184,-0.1306096613407135
0.4907528758049011,0.3624439835548401,-0.063629150390625
0.4710147976875305,0.29729607701301575,-0.10684706270694733
0.494475781917572,0.33495578169822693,-0.1417863368988037
0.4946279227733612,0.3140675127506256,-0.13518854975700378
0.4945378601551056,0.26046162843704224,-0.076083242893219
0.3088155686855316,0.23965565860271454,0.011000924743711948
0.49559515714645386,0.2123318612575531,-0.06517136096954346
0.49716484546661377,0.1901201754808426,-0.07406146824359894
0.4995497763156891,0.12103918194770813,-0.06263967603445053
0.4917464256286621,0.40899068117141724,-0.054145973175764084
0.49129006266593933,0.41388213634490967,-0.04401320964097977
0.49009203910827637,0.41745027899742126,-0.0317569337785244
0.49018391966819763,0.4170602560043335,-0.023989377543330193
0.4900525212287903,0.4233940839767456,-0.026817480102181435
0.4900449514389038,0.4308415353298187,-0.030612178146839142
0.4888586699962616,0.43777820467948914,-0.025937143713235855
0.48672330379486084,0.44812795519828796,-0.0016926322132349014
0.49236616492271423,0.3566776514053345,-0.11656100302934647
0.4651108384132385,0.3549502491950989,-0.08241387456655502
0.2166927456855774,0.17322169244289398,0.11460097879171371
0.3777766823768616,0.25842952728271484,-0.010651355609297752
0.35385560989379883,0.25871556997299194,-0.009134212508797646
0.3299558460712433,0.25709986686706543,-0.002698916243389249
0.29949188232421875,0.24449309706687927,0.016043074429035187
0.3977321982383728,0.25558143854141235,-0.006666052620857954
0.3431210517883301,0.21125909686088562,-0.02620701864361763
0.37155747413635254,0.21444861590862274,-0.025237638503313065
0.31654879450798035,0.212548166513443,-0.018086517229676247
0.2995513677597046,0.21749639511108398,-0.007837981916964054
0.27899616956710815,0.25442585349082947,0.029746025800704956
0.3937712013721466,0.46108293533325195,0.032079704105854034
0.2999340295791626,0.23393887281417847,0.018230635672807693
0.20535555481910706,0.23713968694210052,0.13728150725364685
0.2498040348291397,0.23996779322624207,0.05217187479138374
0.36168554425239563,0.3256102502346039,-0.020256536081433296
0.4614359438419342,0.398965984582901,-0.05745597556233406
0.464739054441452,0.4124460816383362,-0.04132068529725075
0.4323434829711914,0.40266185998916626,-0.043065305799245834
0.4140489399433136,0.4065561294555664,-0.02563951164484024
0.4409964084625244,0.4117124080657959,-0.03309797868132591
0.4229835271835327,0.41191184520721436,-0.017727801576256752
0.37549102306365967,0.42214006185531616,0.0173491183668375
0.4704757630825043,0.34868791699409485,-0.1293226033449173
0.46754923462867737,0.33412396907806396,-0.13937228918075562
0.2633633613586426,0.20125316083431244,-0.003550272434949875
0.4127511978149414,0.2882019877433777,-0.02933669649064541
0.40370428562164307,0.34075239300727844,-0.06975594162940979
0.4014766812324524,0.33188605308532715,-0.063654325902462
0.2908385097980499,0.31913745403289795,0.008058767765760422
0.46897706389427185,0.3146354854106903,-0.12794890999794006
0.3200920820236206,0.18824607133865356,-0.04566526412963867
0.28633224964141846,0.1920269876718521,-0.026298703625798225
0.24110084772109985,0.15016275644302368,0.061026960611343384
0.4338241517543793,0.20496346056461334,-0.06141108646988869
0.39528992772102356,0.22222301363945007,-0.016396133229136467
0.3577966094017029,0.4092426896095276,0.02071940340101719
0.23334816098213196,0.3724230229854584,0.23772664368152618
0.42329317331314087,0.3497973680496216,-0.05837581679224968
0.4447636306285858,0.35486936569213867,-0.05780212953686714
0.38879796862602234,0.41354039311408997,0.01619720458984375
0.39422839879989624,0.4133301377296448,0.008709722198545933
0.27287042140960693,0.18100020289421082,-0.017327532172203064
0.40149813890457153,0.3470005393028259,-0.0546904094517231
0.3670925796031952,0.19030028581619263,-0.057917457073926926
0.3628609776496887,0.1780557632446289,-0.0653868094086647
0.3449486792087555,0.12308520078659058,-0.03700321167707443
0.2561980187892914,0.1661929488182068,0.015307466499507427
0.3554479479789734,0.15195833146572113,-0.05338481441140175
0.24840092658996582,0.19282488524913788,0.01558541227132082
0.23235869407653809,0.18449537456035614,0.061351701617240906
0.46258997917175293,0.406352162361145,-0.05258219316601753
0.43704289197921753,0.40758055448532104,-0.03927029296755791
0.41856133937835693,0.40907546877861023,-0.023764386773109436
0.42917633056640625,0.3529275357723236,-0.051809780299663544
0.39165109395980835,0.41345587372779846,0.012170393019914627
0.4029494524002075,0.41616296768188477,-0.0014245114289224148
0.3979206085205078,0.41351819038391113,0.008270693011581898
0.43894535303115845,0.34582775831222534,-0.09417659044265747
0.42626139521598816,0.4136810302734375,-0.013239921070635319
0.4447193741798401,0.41417446732521057,-0.022575678303837776
0.4667159914970398,0.4159106910228729,-0.0299999937415123
0.45457643270492554,0.44682255387306213,-0.0021676686592400074
0.45995745062828064,0.435728520154953,-0.026152292266488075
0.4613967835903168,0.4285911023616791,-0.030123716220259666
0.46356579661369324,0.42172789573669434,-0.025721343234181404
0.46654605865478516,0.4153733253479004,-0.022811347618699074
0.4265124201774597,0.4136514961719513,-0.009648283943533897
0.42157816886901855,0.4162531793117523,-0.013143151067197323
0.4168367087841034,0.4196884036064148,-0.01635805517435074
0.41302746534347534,0.4232390522956848,-0.01184485387057066
0.38417914509773254,0.38580191135406494,-0.021680815145373344
0.20504871010780334,0.29706424474716187,0.25763458013534546
0.49142128229141235,0.35949942469596863,-0.08188313245773315
0.4125402867794037,0.4136238992214203,-0.00010318279964849353
0.40769609808921814,0.41516971588134766,-0.0019724646117538214
0.45300430059432983,0.3607388734817505,-0.05807507410645485
0.4100073277950287,0.3560602068901062,-0.03464912995696068
0.44882747530937195,0.3580291271209717,-0.058335959911346436
0.38646841049194336,0.29599493741989136,-0.019778145477175713
0.34735795855522156,0.30483388900756836,-0.011592496186494827
0.3968144953250885,0.3381696343421936,-0.048400044441223145
0.28142958879470825,0.1330733299255371,0.007306321058422327
0.29489457607269287,0.15485188364982605,-0.021913480013608932
0.31078436970710754,0.17575974762439728,-0.044691164046525955
0.39700111746788025,0.43053388595581055,0.007562794256955385
0.4266481101512909,0.18393035233020782,-0.07491861283779144
0.42211002111434937,0.1548292487859726,-0.06945604085922241
0.4159836769104004,0.1198635995388031,-0.06067508086562157
0.3106478452682495,0.25225138664245605,0.007256513461470604
0.25172579288482666,0.2643411159515381,0.04449252784252167
0.4104485809803009,0.25180748105049133,-0.003218425437808037
0.2754485607147217,0.22188687324523926,0.012770612724125385
0.43136000633239746,0.2794662117958069,-0.039166368544101715
0.421191543340683,0.33613380789756775,-0.09509801119565964
0.22588679194450378,0.27242788672447205,0.07393186539411545
0.2685614824295044,0.2781931757926941,0.024181649088859558
0.3006809949874878,0.2871539890766144,0.0028949740808457136
0.349089115858078,0.28666216135025024,-0.005753957200795412
0.3833277225494385,0.2811262905597687,-0.01109958067536354
0.4093400239944458,0.2753296196460724,-0.017720161005854607
0.468842476606369,0.26274579763412476,-0.06699365377426147
0.23216578364372253,0.30538737773895264,0.07343040406703949
0.2550200819969177,0.2183631956577301,0.023614488542079926
0.4784781038761139,0.35576900839805603,-0.11565092206001282
0.41375070810317993,0.3050019443035126,-0.03695845603942871
0.19866308569908142,0.2310609072446823,0.22170087695121765
0.42999789118766785,0.26811856031417847,-0.02240065671503544
0.39453595876693726,0.3379974961280823,-0.023792028427124023
0.2895162105560303,0.23338451981544495,0.022973082959651947
0.4194519519805908,0.3254477381706238,-0.08738408237695694
0.21527230739593506,0.3332250416278839,0.2546425461769104
0.4101881682872772,0.24601517617702484,0.0013649583561345935
0.44372954964637756,0.31819096207618713,-0.11268129199743271
0.28969407081604004,0.41845184564590454,0.11246268451213837
0.2893465757369995,0.42960789799690247,0.16164514422416687
0.2085527777671814,0.3012514114379883,0.1647939383983612
0.2590841054916382,0.3957502543926239,0.13871334493160248
0.21837937831878662,0.20845374464988708,0.1058984324336052
0.3874891400337219,0.4727271497249603,0.05148262158036232
0.4804297089576721,0.35875776410102844,-0.08062493056058884
