x,y,z
0.5101679563522339,0.39795562624931335,-0.04413498938083649
0.5156883001327515,0.3458532691001892,-0.12621958553791046
0.5094712972640991,0.35594606399536133,-0.05277262255549431
0.4914182126522064,0.29036566615104675,-0.117611825466156
0.5176764130592346,0.33181142807006836,-0.1407678872346878
0.5171208381652832,0.30948156118392944,-0.13895222544670105
0.5130049586296082,0.2484576255083084,-0.09656702727079391
0.310291051864624,0.2198159396648407,-0.02470744401216507
0.5119690299034119,0.19712495803833008,-0.09926304221153259
0.5138649940490723,0.17439554631710052,-0.11609269678592682
0.5165190100669861,0.09578222036361694,-0.1295749843120575
0.5098605751991272,0.4041030704975128,-0.03785283491015434
0.5087293982505798,0.40995845198631287,-0.02624126896262169
0.5064406394958496,0.41420799493789673,-0.011950036510825157
0.506592869758606,0.4168579876422882,0.0005707404343411326
0.5065587759017944,0.4256832003593445,0.0006737032090313733
0.5062155723571777,0.4364372491836548,0.0016914654988795519
0.5038782358169556,0.44546428322792053,0.01359012071043253
0.49959251284599304,0.4484720826148987,0.049645114690065384
0.5133864283561707,0.3517517149448395,-0.11034490913152695
0.4838322103023529,0.3496492803096771,-0.07679228484630585
0.19243124127388,0.14293323457241058,0.049030203372240067
0.3880693316459656,0.24097515642642975,-0.03855128958821297
0.36244553327560425,0.24128034710884094,-0.03853536769747734
0.3355068564414978,0.23960357904434204,-0.034150946885347366
0.29939866065979004,0.2242162972688675,-0.018933050334453583
0.4082314968109131,0.23846636712551117,-0.03401850536465645
0.344998300075531,0.1900915503501892,-0.06519457697868347
0.3769218921661377,0.1937265247106552,-0.06319188326597214
0.3159191608428955,0.19153916835784912,-0.05793466791510582
0.2978764772415161,0.19670960307121277,-0.047681935131549835
0.27646881341934204,0.23522183299064636,-0.004162705037742853
0.4034480154514313,0.4518672823905945,0.08096271753311157
0.2994897961616516,0.2124992311000824,-0.019218740984797478
0.18391716480255127,0.21086899936199188,0.0941326916217804
0.24121178686618805,0.21865424513816833,0.012653477489948273
0.37312689423561096,0.31469982862472534,-0.02584025077521801
0.48023155331611633,0.3937745690345764,-0.04403970390558243
0.48296022415161133,0.4091096818447113,-0.025401951745152473
0.451084166765213,0.39880815148353577,-0.03099801577627659
0.4335184693336487,0.4034356474876404,-0.014350233599543571
0.4598586857318878,0.40903085470199585,-0.019425099715590477
0.44339942932128906,0.4098142981529236,-0.004418511409312487
0.3898821473121643,0.41742444038391113,0.03994748741388321
0.49257561564445496,0.34518110752105713,-0.12635724246501923
0.49031388759613037,0.3310202658176422,-0.1398421823978424
0.2572914958000183,0.1803322434425354,-0.05299091339111328
0.42502862215042114,0.27449116110801697,-0.045632991939783096
0.4219258427619934,0.33472758531570435,-0.07155106961727142
0.418465256690979,0.324693500995636,-0.06743457913398743
0.29550886154174805,0.30617600679397583,-0.005451682489365339
0.49081113934516907,0.3099942207336426,-0.13361866772174835
0.3230653405189514,0.16913364827632904,-0.09520085155963898
0.2844291925430298,0.17188608646392822,-0.07750394940376282
0.22414980828762054,0.12098518013954163,-0.011052642948925495
0.4471258521080017,0.1892675757408142,-0.09991064667701721
0.40276676416397095,0.2024817317724228,-0.05173425376415253
0.37468060851097107,0.4041786789894104,0.035196300595998764
0.22204440832138062,0.34684881567955017,0.24825748801231384
0.44230711460113525,0.34404170513153076,-0.05650478973984718
0.46360811591148376,0.3487403094768524,-0.051722824573516846
0.4103702902793884,0.411559522151947,0.030202778056263924
0.4169505834579468,0.4115380644798279,0.023593418300151825
0.2684226632118225,0.15979528427124023,-0.0729634240269661
0.4195726215839386,0.3400604724884033,-0.05423687398433685
0.3754901885986328,0.17284882068634033,-0.10350321978330612
0.3711097836494446,0.1603832244873047,-0.11529716104269028
0.34726208448410034,0.09650149941444397,-0.11137993633747101
0.24628078937530518,0.14165684580802917,-0.04825639724731445
0.362388551235199,0.13056951761245728,-0.11642412096261978
0.2386496663093567,0.17046567797660828,-0.037241414189338684
0.21594244241714478,0.15882796049118042,0.00154281803406775
